Ticker,Name,Sector,Industry,Definition
MOLDTKPAC,Mold-Tek Packaging Limited,Containers & Packaging,Containers & Packaging,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
MONARCH,Monarch Networth Capital Limited,Finance,Finance,"Financial Institutions as defined under
Section 4(1) of the Companies Act, 1956"
MONTECARLO,Monte Carlo Fashions Limited,Other Apparels & Accessories,Other Apparels & Accessories,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
MOREPENLAB,Morepen Laboratories Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
MOTHERSON,Samvardhana Motherson International Limited,Producer Manufacturing,Producer Manufacturing,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
MOTILALOFS,Motilal Oswal Financial Services Limited,Fin COS (including NBFCs),Fin COS (including NBFCs),"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
MPHASIS,MphasiS Limited,IT Consulting & Application Software,IT Consulting & Application Software,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
MPSLTD,MPS Limited,Education,Education,"Manufacturer, supplier and distributor of
cement, cement products"
MRF,MRF Limited,Tyres & Rubber Products,Tyres & Rubber Products,"Companies providing dredging and related
services"
MRPL,Mangalore Refinery and Petrochemicals Limited,Refineries & Petroleum Products,Refineries & Petroleum Products,"Companies providing dredging and related
services"
MSTCLTD,Mstc Limited,Trading Companies & Distributors,Trading Companies & Distributors,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
MSUMI,Motherson Sumi Wiring India Limited,Producer Manufacturing,Producer Manufacturing,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
MTARTECH,Mtar Technologies Limited,Industrial Machinery,Industrial Machinery,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
MTNL,Mahanagar Telephone Nigam Limited,Telecommunication Services,Telecommunication Services,"Companies providing dredging and related
services"
MUFIN,Mufin Green Finance Limited,Finance,Finance,"Financial Institutions as defined under
Section 4(1) of the Companies Act, 1956"
MUKANDLTD,Mukand Limited,Iron & Steel and Intermediary Products,Iron & Steel and Intermediary Products,"Manufacturer, supplier and distributor of
cement, cement products"
MUNJALAU,Munjal Auto Industries Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
MUNJALSHOW,Munjal Showa Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
MURUDCERA,Murudeshwar Ceramics Limited,CERAMICS / GRANITES ,CERAMICS / GRANITES ,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
MUTHOOTCAP,Muthoot Capital Services Limited,NBFC,NBFC,Producers and distributors of edible oil
MUTHOOTFIN,Muthoot Finance Limited,Fin COS (including NBFCs),Fin COS (including NBFCs),"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
NACLIND,NACL Industries Limited,Agrochemicals,Agrochemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,FERTILIZERS,FERTILIZERS,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
NAHARCAP,Nahar Capital and Financial Services Limited,INVESTMENT COMPANIES,INVESTMENT COMPANIES,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
NAHARINDUS,Nahar Industrial Enterprises Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
NAHARPOLY,Nahar Poly Films Limited,Containers & Packaging,Containers & Packaging,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
NAHARSPING,Nahar Spinning Mills Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
NATCOPHARM,Natco Pharma Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
NATHBIOGEN,Nath Bio-Genes (India) Limited,Other Agricultural Products,Other Agricultural Products,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
NATIONALUM,National Aluminium Company Limited,ALUMINIUM,ALUMINIUM,"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
NAUKRI,Info Edge (India) Limited,ONLINE SERVICES,ONLINE SERVICES,"Companies providing dredging and related
services"
NAVA,NAVA LIMITED,Utilities,Utilities,"Companies engaged into water supply and
management"
NAVINFLUOR,Navin Fluorine International Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
NAVKARCORP,Navkar Corporation Limited,Transport Related Services,Transport Related Services,"Companies providing dredging and related
services"
NAVNETEDUL,Navneet Education Limited,PRINTING & PUBLICATION,PRINTING & PUBLICATION,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
NAZARA,Nazara Technologies Limited,Software Products,Software Products,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
NBCC,NBCC (India) Limited,Construction & Engineering,Construction & Engineering,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
NBIFIN,N. B. I. Industrial Finance Company Limited,NBFC,NBFC,Producers and distributors of edible oil
NCC,NCC Limited,Construction & Engineering,Construction & Engineering,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
NCLIND,NCL Industries Limited,Cement & Cement Products,Cement & Cement Products,"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
NDL,Nandan Denim Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
NDRAUTO,Ndr Auto Components Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
NDTV,New Delhi Television Limited,Broadcasting & Cable TV,Broadcasting & Cable TV,"Companies engaged in marketing and/ or
transportation of gases"
NECCLTD,North Eastern Carrying Corporation Limited,LOGISTICS SOLUTION PROVIDER,LOGISTICS SOLUTION PROVIDER,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
NECLIFE,Nectar Lifesciences Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
NELCAST,Nelcast Limited, Industrial Products, Industrial Products,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
NELCO,NELCO Limited,Networking Equipment,Networking Equipment,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
NEOGEN,Neogen Chemicals Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
NESCO,Nesco Limited,Diversified Commercial Services,Diversified Commercial Services,"Companies providing dredging and related
services"
NESTLEIND,Nestle India Limited,Packaged Foods,Packaged Foods,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
NEULANDLAB,Neuland Laboratories Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
NEWGEN,Newgen Software Technologies Limited,IT Consulting & Application Software,IT Consulting & Application Software,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
